Year,City,Violations,Statistics,Value
2022,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Percent unfounded,3.14
2023,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Percent unfounded,2.06
2024,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Percent unfounded,2.71
2021,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Total cleared,187
2022,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Total cleared,174
2023,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Total cleared,202
2024,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Total cleared,218
2021,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared by charge,139
2022,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared by charge,116
2023,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared by charge,144
2024,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared by charge,160
2021,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared otherwise,48
2022,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared otherwise,58
2023,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared otherwise,58
2024,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]",Cleared otherwise,58
2021,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]","Total, persons charged",132
2022,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]","Total, persons charged",106
2023,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]","Total, persons charged",138
2024,"Windsor, Ontario [35559]","Sexual assault, level 1 [1330]","Total, persons charged",146
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Actual incidents,1128
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Actual incidents,1350
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Actual incidents,1507
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Actual incidents,1642
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Rate per 100,000 population",256.55
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Rate per 100,000 population",298.3
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Rate per 100,000 population",321.54
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Rate per 100,000 population",339.48
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage change in rate,-5.26
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage change in rate,16.27
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage change in rate,7.79
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage change in rate,5.58
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage contribution to the Crime Severity Index (CSI),1.7
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage contribution to the Crime Severity Index (CSI),2.2
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage contribution to the Crime Severity Index (CSI),2.28
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percentage contribution to the Crime Severity Index (CSI),2.45
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Unfounded incidents,66
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Unfounded incidents,46
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Unfounded incidents,46
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Unfounded incidents,53
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percent unfounded,5.53
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percent unfounded,3.3
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percent unfounded,2.96
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Percent unfounded,3.13
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Total cleared,917
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Total cleared,1098
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Total cleared,1287
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Total cleared,1386
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared by charge,725
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared by charge,809
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared by charge,918
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared by charge,923
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared otherwise,192
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared otherwise,289
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared otherwise,369
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]",Cleared otherwise,463
2021,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Total, persons charged",664
2022,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Total, persons charged",770
2023,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Total, persons charged",866
2024,"Windsor, Ontario [35559]","Assault, level 1 [1430]","Total, persons charged",860
2021,"Windsor, Ontario [35559]",Robbery [1610],Actual incidents,177
2022,"Windsor, Ontario [35559]",Robbery [1610],Actual incidents,162
2023,"Windsor, Ontario [35559]",Robbery [1610],Actual incidents,204
2024,"Windsor, Ontario [35559]",Robbery [1610],Actual incidents,220
2021,"Windsor, Ontario [35559]",Robbery [1610],"Rate per 100,000 population",40.26
2022,"Windsor, Ontario [35559]",Robbery [1610],"Rate per 100,000 population",35.8
2023,"Windsor, Ontario [35559]",Robbery [1610],"Rate per 100,000 population",43.53
2024,"Windsor, Ontario [35559]",Robbery [1610],"Rate per 100,000 population",45.48
2021,"Windsor, Ontario [35559]",Robbery [1610],Percentage change in rate,-23.09
2022,"Windsor, Ontario [35559]",Robbery [1610],Percentage change in rate,-11.08
2023,"Windsor, Ontario [35559]",Robbery [1610],Percentage change in rate,21.6
2024,"Windsor, Ontario [35559]",Robbery [1610],Percentage change in rate,4.5
2021,"Windsor, Ontario [35559]",Robbery [1610],Percentage contribution to the Crime Severity Index (CSI),4.76
2022,"Windsor, Ontario [35559]",Robbery [1610],Percentage contribution to the Crime Severity Index (CSI),4.69
2023,"Windsor, Ontario [35559]",Robbery [1610],Percentage contribution to the Crime Severity Index (CSI),5.5
2024,"Windsor, Ontario [35559]",Robbery [1610],Percentage contribution to the Crime Severity Index (CSI),5.84
2021,"Windsor, Ontario [35559]",Robbery [1610],Unfounded incidents,1
2022,"Windsor, Ontario [35559]",Robbery [1610],Unfounded incidents,2
2023,"Windsor, Ontario [35559]",Robbery [1610],Unfounded incidents,3
2024,"Windsor, Ontario [35559]",Robbery [1610],Unfounded incidents,2
2021,"Windsor, Ontario [35559]",Robbery [1610],Percent unfounded,0.56
2022,"Windsor, Ontario [35559]",Robbery [1610],Percent unfounded,1.22
2023,"Windsor, Ontario [35559]",Robbery [1610],Percent unfounded,1.45
2024,"Windsor, Ontario [35559]",Robbery [1610],Percent unfounded,0.9
2021,"Windsor, Ontario [35559]",Robbery [1610],Total cleared,101
2022,"Windsor, Ontario [35559]",Robbery [1610],Total cleared,84
2023,"Windsor, Ontario [35559]",Robbery [1610],Total cleared,119
2024,"Windsor, Ontario [35559]",Robbery [1610],Total cleared,149
2021,"Windsor, Ontario [35559]",Robbery [1610],Cleared by charge,93
2022,"Windsor, Ontario [35559]",Robbery [1610],Cleared by charge,75
2023,"Windsor, Ontario [35559]",Robbery [1610],Cleared by charge,100
2024,"Windsor, Ontario [35559]",Robbery [1610],Cleared by charge,136
2021,"Windsor, Ontario [35559]",Robbery [1610],Cleared otherwise,8
2022,"Windsor, Ontario [35559]",Robbery [1610],Cleared otherwise,9
2023,"Windsor, Ontario [35559]",Robbery [1610],Cleared otherwise,19
2024,"Windsor, Ontario [35559]",Robbery [1610],Cleared otherwise,13
2021,"Windsor, Ontario [35559]",Robbery [1610],"Total, persons charged",100
2022,"Windsor, Ontario [35559]",Robbery [1610],"Total, persons charged",94
2023,"Windsor, Ontario [35559]",Robbery [1610],"Total, persons charged",129
2024,"Windsor, Ontario [35559]",Robbery [1610],"Total, persons charged",155
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Actual incidents,403
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Actual incidents,415
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Actual incidents,520
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Actual incidents,458
2021,"Windsor, Ontario [35559]",Total impaired driving [910],"Rate per 100,000 population",91.66
2022,"Windsor, Ontario [35559]",Total impaired driving [910],"Rate per 100,000 population",91.7
2023,"Windsor, Ontario [35559]",Total impaired driving [910],"Rate per 100,000 population",110.95
2024,"Windsor, Ontario [35559]",Total impaired driving [910],"Rate per 100,000 population",94.69
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage change in rate,-0.68
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage change in rate,0.04
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage change in rate,21
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage change in rate,-14.66
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.36
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.42
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.42
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.33
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Unfounded incidents,0
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Unfounded incidents,2
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Unfounded incidents,0
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Unfounded incidents,0
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Percent unfounded,0
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Percent unfounded,0.48
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Percent unfounded,0
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Percent unfounded,0
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Total cleared,393
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Total cleared,421
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Total cleared,503
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Total cleared,471
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared by charge,378
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared by charge,413
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared by charge,486
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared by charge,455
2021,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared otherwise,15
2022,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared otherwise,8
2023,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared otherwise,17
2024,"Windsor, Ontario [35559]",Total impaired driving [910],Cleared otherwise,16
2021,"Windsor, Ontario [35559]",Total impaired driving [910],"Total, persons charged",378
2022,"Windsor, Ontario [35559]",Total impaired driving [910],"Total, persons charged",409
2023,"Windsor, Ontario [35559]",Total impaired driving [910],"Total, persons charged",483
2024,"Windsor, Ontario [35559]",Total impaired driving [910],"Total, persons charged",452
2021,"Windsor, Ontario [35559]",Total drug violations [401],Actual incidents,1002
2022,"Windsor, Ontario [35559]",Total drug violations [401],Actual incidents,219
2023,"Windsor, Ontario [35559]",Total drug violations [401],Actual incidents,188
2024,"Windsor, Ontario [35559]",Total drug violations [401],Actual incidents,137
2021,"Windsor, Ontario [35559]",Total drug violations [401],"Rate per 100,000 population",227.89
2022,"Windsor, Ontario [35559]",Total drug violations [401],"Rate per 100,000 population",48.39
2023,"Windsor, Ontario [35559]",Total drug violations [401],"Rate per 100,000 population",40.11
2024,"Windsor, Ontario [35559]",Total drug violations [401],"Rate per 100,000 population",28.32
2021,"Windsor, Ontario [35559]",Total drug violations [401],Percentage change in rate,-3.81
2022,"Windsor, Ontario [35559]",Total drug violations [401],Percentage change in rate,-78.77
2023,"Windsor, Ontario [35559]",Total drug violations [401],Percentage change in rate,-17.11
2024,"Windsor, Ontario [35559]",Total drug violations [401],Percentage change in rate,-29.39
2021,"Windsor, Ontario [35559]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),10.38
2022,"Windsor, Ontario [35559]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),3.44
2023,"Windsor, Ontario [35559]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),3.05
2024,"Windsor, Ontario [35559]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),1.89
2021,"Windsor, Ontario [35559]",Total drug violations [401],Unfounded incidents,3
2022,"Windsor, Ontario [35559]",Total drug violations [401],Unfounded incidents,1
2023,"Windsor, Ontario [35559]",Total drug violations [401],Unfounded incidents,5
2024,"Windsor, Ontario [35559]",Total drug violations [401],Unfounded incidents,2
2021,"Windsor, Ontario [35559]",Total drug violations [401],Percent unfounded,0.3
2022,"Windsor, Ontario [35559]",Total drug violations [401],Percent unfounded,0.45
2023,"Windsor, Ontario [35559]",Total drug violations [401],Percent unfounded,2.59
